RUBRO,NOMBRE DE FANTASIA,CALLE,NRO.,LOCALIDAD,DEPARTAMENTO,DIRECCION COMPLETA,Latitude,Longitude,TELEFONOS,RES.,PROPIETARIO
RESTAURANTE,GOVINDA,AV.COLON,424,CIUDAD,CAPITAL,AV.COLON 424 CIUDAD CAPITAL,-32.89412360,-68.84611880,,E/T,GOVINDA S.A.
BAR,ENTRETENIMIENTOS AVENIDA,AV.SAN MARTIN,950,CIUDAD,CAPITAL,AV.SAN MARTIN 950 CIUDAD CAPITAL,-32.89222240,-68.84011070,4200733,187/05,ENTRETENIMIENTOS AVENIDA S.R.L.
CAFETERIA,MIKELINOS,ENTRE RIOS,1685,CIUDAD,SAN RAFAEL,ENTRE RIOS 1685 CIUDAD SAN RAFAEL,37.97353460,-122.53108740,0260-4427448,584/11,"REINA DE BONICELLI, EDITH PERLA"
PARRILLADA,MI QUINCHO,BRANDSEN,36,CIUDAD,TUNUYAN,BRANDSEN 36 CIUDAD TUNUYAN,-33.57698200,-69.01620630,02622-423668,114/96,"PERELLO, JOSE SALVADOR"
HELADERIA,FIRENZE,URUGUAY Y COSTANERA,N/T,SAN JOSE,GUAYMALLEN,URUGUAY Y COSTANERA N/T SAN JOSE GUAYMALLEN,-32.88852470,-68.82367540,,293/92,"SOSA,OSVALDO S."
RESTAURANTE,LA MIRA,BELGRANO,1191,CIUDAD,CAPITAL,BELGRANO 1191 CIUDAD CAPITAL,-32.88800090,-68.84817880,4203000,871/13,"BALAGUER, JUAN ANTONIO"
CAFETERIA,EL HORNERO,AV.SAN MARTIN,1823,CIUDAD,CAPITAL,AV.SAN MARTIN 1823 CIUDAD CAPITAL,-32.90610400,-68.84345300,4257874,E/T,"ORTIZ, NELIDA MARIA"
CARRITO-BAR,DON FORTUNA,SARMIENTO,1200,CIUDAD,GUAYMALLEN,SARMIENTO 1200 CIUDAD GUAYMALLEN,-32.90282080,-68.80470040,,N/T,"FORTUNA,RAUL JOSE"
HELADERIA,HELADERIA PERIN,AV.SARMIENTO,799,CIUDAD,CAPITAL,AV.SARMIENTO 799 CIUDAD CAPITAL,-32.88861800,-68.84940220,4257624,77/15,PERIN EMPRENDIMIENTOS S.A.
HELADERIA,FERRUCCIO SOPPELSA,BELGRANO,1092,CIUDAD,CAPITAL,BELGRANO 1092 CIUDAD CAPITAL,-32.88886350,-68.84966870,4255750,N/T,FERRUCCIO SOPPELSA S.R.L.
CAFETERIA,HAVANNA,PELLEGRINI ESQUINA DAY,,CIUDAD,SAN RAFAEL,PELLEGRINI ESQUINA DAY CIUDAD SAN RAFAEL,-36.26784220,-63.16458570,0260-4420144,E/T,"GARCIA, ANA SILVINA"
BAR,LOBY BAR,AV.SAN MARTIN,366,CIUDAD,CAPITAL,AV.SAN MARTIN 366 CIUDAD CAPITAL,-32.92029800,-68.84743290,4243836,519/10,LOS RIELES S.A.
RESTAURANTE,DON OTTO,AV.LAS HERAS,242,CIUDAD,CAPITAL,AV.LAS HERAS 242 CIUDAD CAPITAL,-32.88582300,-68.84134110,155891121,979/13,DEL S.A.
HELADERIA,CHINI,AV.LAS HERAS,202,CIUDAD,CAPITAL,AV.LAS HERAS 202 CIUDAD CAPITAL,-32.88597240,-68.84103460,4255792,E/T,CHINI S.A.
CARRITO-BAR,VIA VENETO,AMIGORENA,78,CIUDAD,CAPITAL,AMIGORENA 78 CIUDAD CAPITAL,-32.89183680,-68.83867930,4291580,N/T,"CONTE,LEONARDO Y NICOLAS Y GARGIULO A."
CONFITERIA,VIKINGOS,JOSE HERNANDEZ,35,CIUDAD,RIVADAVIA,JOSE HERNANDEZ 35 CIUDAD RIVADAVIA,-31.52716350,-68.59830080,,270/83,"NEGRI, VICTOR"
CARRITO-BAR,PIAMONTE,AV.SAN MARTIN,601,CIUDAD,GODOY CRUZ,AV.SAN MARTIN 601 CIUDAD GODOY CRUZ,-32.91796000,-68.84633500,4249391,341/05,"VIDAL, GUILLERMO"
PIZZERIA,CAPRI,LAVALLE,109,CIUDAD,CAPITAL,LAVALLE 109 CIUDAD CAPITAL,-32.88870690,-68.83662000,4230262,473/97,CAPRI S.R.L. (LUIS FERNANDO SCACCIA)
SANDWICHERIA,EL CONDOR,RAWSON,17,CIUDAD,SAN RAFAEL,RAWSON 17 CIUDAD SAN RAFAEL,37.97353460,-122.53108740,0260-154551340,233/02,"ARENAS, LUIS A."
RESTAURANTE,PATIO DE COMIDAS TAC LTDA.,TERMINAL DEL SOL P.ALTA NORTE,S/N,CIUDAD,GUAYMALLEN,TERMINAL DEL SOL P.ALTA NORTE S/N CIUDAD GUAYMALLEN,-32.89489780,-68.82907250,4312860,553/96,COOP.TAC LTDA. HUGO ANDINO (APODERADO)
RESTAURANTE,LA PIZZA,AV.SARMIENTO,781,CIUDAD,CAPITAL,AV.SARMIENTO 781 CIUDAD CAPITAL,-32.88867500,-68.84918100,4340244,E/T,"MARTINEZ, ADRIAN CARMELO"
CAFETERIA,MITRE,AV.MITRE,1967,CIUDAD,CAPITAL,AV.MITRE 1967 CIUDAD CAPITAL,-32.87999840,-68.84165930,,316/05,"FERNANDEZ, PURA DEL BALLE"
RESTAURANTE,LOS PARRALES,25 DE MAYO,817,CIUDAD,CAPITAL,25 DE MAYO 817 CIUDAD CAPITAL,-34.69297870,-58.73431060,4204499,N/T,HOTEL ACONCAGUA LEG.15
RESTAURANTE,BETEC,RUTA 7,S/N,USPALLATA,LAS HERAS,RUTA 7 S/N USPALLATA LAS HERAS,-32.60163020,-69.35134280,4255726,539/09,"MONETTI, ROBERTO"
RESTAURANTE,EL GRAN POLLO,PUEYRREDON,17,CIUDAD,SAN RAFAEL,PUEYRREDON 17 CIUDAD SAN RAFAEL,-34.60245480,-68.33472810,0260-4428754,225/01,"MALANO, HERMES DANIEL"
CAFETERIA,CAF BAMAC,AV.SAN MARTIN,1425,GAL.BAMAC,CAPITAL,AV.SAN MARTIN 1425 GAL.BAMAC CAPITAL,-34.60664530,-58.44956240,4257198,297/11,"RAMOS, EDUARDO JAVIER"
RESTAURANTE,348 FOOD & DRINKS,SAN LORENZO,348,CIUDAD,CAPITAL,SAN LORENZO 348 CIUDAD CAPITAL,-32.89316054,-68.84471968,4295082,490/08,"DE SIMONE, PABLO SEBASTIAN"
CAF,ALTO ALAMEDA,AYACUCHO,22,,CAPITAL,AYACUCHO 22 CAPITAL,-13.16387370,-74.22356410,4303925,212/00,"GUTIERREZ, MARCEL Y OTROS"
CAFETERIA,ANGELES,GUTIERREZ,44,CIUDAD,CAPITAL,GUTIERREZ 44 CIUDAD CAPITAL,-32.88861565,-68.83944005,4291028,E/T,"SIMIONI, MARIA TERESA"
CAFETERIA,CAF PLAZA,ARISTOBULO DEL VALLE,31,CIUDAD,RIVADAVIA,ARISTOBULO DEL VALLE 31 CIUDAD RIVADAVIA,-33.19528230,-68.46554980,02623-442498,378/08,"BENAVIDEZ, JUAN CEFERINO"
CAFETERIA,EL ITALIANO,PEDRO MOLINA,135,CIUDAD,CAPITAL,PEDRO MOLINA 135 CIUDAD CAPITAL,-32.89634668,-68.84274235,4257817,071/05,"FLORES VEDIA, ESTEBAN"
PARRILLADA,DON MARIO,25 DE MAYO,1324,DORREGO,GUAYMALLEN,25 DE MAYO 1324 DORREGO GUAYMALLEN,-32.88681940,-68.84646210,4310810,N/T,FERRARI M. Y H.ACOSTA
HELADERIA,VENECIA,RUTA PANAMERICANA,2185,,GODOY CRUZ,RUTA PANAMERICANA 2185 GODOY CRUZ,-33.01363460,-68.92723130,,126/10,"VAZQUEZ, MAURICIO ENRIQUE"
CAFETERIA,EL DUENDE,AV.SAN MARTIN,2860,CIUDAD,CAPITAL,AV.SAN MARTIN 2860 CIUDAD CAPITAL,-32.86971460,-68.83412940,261-4376380,740/96,"AGšERO, FRANCISCO"
SANDWICHERIA,PANCHO SHOPP,25 DE MAYO,3550,CIUDAD,GUAYMALLEN,25 DE MAYO 3550 CIUDAD GUAYMALLEN,-32.90282080,-68.80470040,4213742,146/96,"ANDRADE, UBALDO JAVIER"
CAFETERIA,LA CAFETERIA,MARCOS BURGOS,515,CIUDAD,LAS HERAS,MARCOS BURGOS 515 CIUDAD LAS HERAS,42.35046590,-3.68935450,,394/91,"DIAZ,ROBERTO OMAR"
HELADERIA,ANAHI,SAN MARTIN,348,CIUDAD,MALARGUE,SAN MARTIN 348 CIUDAD MALARGUE,-35.48446200,-69.57974950,,320/05,"CARETTA, MARIA DEL CARMEN"
RESTAURANTE,MANKE,AV.LAS HERAS,88,CIUDAD,CAPITAL,AV.LAS HERAS 88 CIUDAD CAPITAL,-32.88627550,-68.83931280,4259008,345/09,"FLORES DE VEGA, RAMONA ROSA"
DRUGSTORE,SERVICOMPRAS YPF,BELGRANO,1201,CIUDAD,TUPUNGATO,BELGRANO 1201 CIUDAD TUPUNGATO,-33.37280360,-69.14755830,02622-449000,E/T,"SANCHEZ, CECILIA BELEN"
PIZZERIA,PIZZA Y CHOPP,GARIBALDI,142,CIUDAD,CAPITAL,GARIBALDI 142 CIUDAD CAPITAL,-32.89093678,-68.83646673,4201337,106/05,"RETA, CLAUDIA NANCY"
RESTAURANTE,LA PASSAIA,RUTA DEL SOL,S/N,PIEDRAS BLANCAS,LUJAN,RUTA DEL SOL S/N PIEDRAS BLANCAS LUJAN,-34.56333120,-59.12088050,154674698,E/T,"RIGOLI, MARIA ROSA"
BAR,ALCAZAR,PUENTE DEL INCA,,PUENTE DEL INCA,LAS HERAS,PUENTE DEL INCA PUENTE DEL INCA LAS HERAS,-32.82220430,-69.92371390,,E/T,"PALACIO, GISELA FABIOLA"
RESTAURANTE,HOSTAL LOS CONDORES,RUTA 7,S/N,USPALLATA,LAS HERAS,RUTA 7 S/N USPALLATA LAS HERAS,-32.60163020,-69.35134280,02624-420002,93/01,"SUTER, ALEJANDRA EUGENIA"
RESTAURANTE,TARAMANTES,25 DE MAYO,1626,CIUDAD,CAPITAL,25 DE MAYO 1626 CIUDAD CAPITAL,-32.89886741,-68.81735786,4232686,418/91,"JAIME, ANDRES F."
RESTAURANTE,EL MESON ESPA¥OL,MONTEVIDEO,244,CIUDAD,CAPITAL,MONTEVIDEO 244 CIUDAD CAPITAL,-34.90550160,-56.18511470,4296175,N/T,"LONGAS, ANTONIO"
RESTAURANTE,GOVINDA,AV.SAN MARTIN,948,CIUDAD,GODOY CRUZ,AV.SAN MARTIN 948 CIUDAD GODOY CRUZ,-32.91480770,-68.84600790,4243799,657/15,GOVINDA S.A.
RESTAURANTE,LO DE LA TERE,C§BARAUCA,S/N,USPALLATA,LAS HERAS,C§BARAUCA S/N USPALLATA LAS HERAS,-32.59108270,-69.34788360,02624-420415,E/T,"ROJAS, HEBE TERESITA"
RESTO-BAR,ACONCAGUA EXPRESS S.R.L,PEDRO MOLINA,493,CIUDAD,CAPITAL,PEDRO MOLINA 493 CIUDAD CAPITAL,-32.87928315,-68.82189956,,48/06,"OYARZUN, JOAQUIN"
HELADERIA,ASTI,VIDELA CORREAS,262,CIUDAD,CAPITAL,VIDELA CORREAS 262 CIUDAD CAPITAL,-32.87073910,-68.83753560,4305134,340/02,"PUEBLA, MARIA MERCEDES"
RESTAURANTE,CASA DE CAMPO,URQUIZA,1516,COQUIMBITO,MAIPU,URQUIZA 1516 COQUIMBITO MAIPU,-32.95327100,-68.75152430,4811605,292/11,COSTUMBRES DE CAMPO S.A.
RESTAURANTE,LA TABERNA DE NICOLAS,BALLOFETT Y CABILDO,N/T,CIUDAD,SAN RAFAEL,BALLOFETT Y CABILDO N/T CIUDAD SAN RAFAEL,-34.61289220,-68.33906220,,231/85,"MANRIQUE,JOSE y MIRIAM"
CAFETERIA,ACONCAGUA LOGISTIC EXPRESS,LAVALLE,606,SAN JOSE,GUAYMALLEN,LAVALLE 606 SAN JOSE GUAYMALLEN,-32.89192630,-68.82212020,4318356,E/T,ACONCAGUA LOGISTICEXPRES S.A.
PIZZERIA,DE UN RINCON DE LA BOCA,AV.LAS HERAS,245,MERCADO CENTRAL,CAPITAL,AV.LAS HERAS 245 MERCADO CENTRAL CAPITAL,-34.58343510,-58.40540250,,248/14,"NARVAEZ, ADRIANA LAURA"
PIZZERIA,CAPRI,AV.SAN MARTIN,279,CIUDAD,GODOY CRUZ,AV.SAN MARTIN 279 CIUDAD GODOY CRUZ,-32.92114100,-68.84711600,4244477,473/97,CAPRI S.R.L. SCACCIA LUIS F. GTE.
CAFETERIA,RISTRETTO,PELLEGRINI,40,CIUDAD,SAN RAFAEL,PELLEGRINI 40 CIUDAD SAN RAFAEL,-36.26784220,-63.16458570,,99/03,"LAGIGLIA, ARIEL"
SANDWICHERIA,KOVA,AV.COSTANERA,13,CIUDAD,GUAYMALLEN,AV.COSTANERA 13 CIUDAD GUAYMALLEN,-32.90282080,-68.80470040,,N/T,"MENDEZ,PIO HECTOR"
RESTAURANTE,TERRAZAS DEL LAGO,PARQUE GRAL.SAN MARTIN,,CIUDAD,CAPITAL,PARQUE GRAL.SAN MARTIN CIUDAD CAPITAL,-32.88980950,-68.87008680,4288815,E/T,MARIDAJE S.A.
CAFETERIA,PLAZOLETA,AV.SAN MARTIN,8,CIUDAD,CAPITAL,AV.SAN MARTIN 8 CIUDAD CAPITAL,-32.90375440,-68.84301430,4525940,44/02,"LEGLISE, RICARDO JAVIER"
RESTAURANTE,LAS VASIJAS,29 DE MAYO Y B.SUR MER,,CIUDAD,SAN MARTIN,29 DE MAYO Y B.SUR MER CIUDAD SAN MARTIN,-34.57502027,-58.53710261,,E/T,"YULEN, HUANG"
RESTAURANTE,EL RETORTU¥O,DORREGO,173,CIUDAD,GUAYMALLEN,DORREGO 173 CIUDAD GUAYMALLEN,-32.89869820,-68.82890720,4316300,417/00,"TORIANO, NORMA EDITH"
PIZZERIA,PIZZA AL TOQUE,ACCESO ESTE,3280,HIPER CARREFOUR,GUAYMALLEN,ACCESO ESTE 3280 HIPER CARREFOUR GUAYMALLEN,-32.90209140,-68.79753920,4210286,411/00,"YERDEN, DANIEL Y ALIZZI LUISA"
RESTAURANTE,NARANJA-BLUE,LAS VIRGENES,S/N,LAS PAREDES,SAN RAFAEL,LAS VIRGENES S/N LAS PAREDES SAN RAFAEL,-34.58194900,-68.40126500,0260-154684751,E/T,"CONRABY, STEPHAN"
RESTAURANTE,ALDO,SUIPACHA,693,CIUDAD,CAPITAL,SUIPACHA 693 CIUDAD CAPITAL,-34.77200350,-59.68479240,,1029/13,"FOSSAS, ALDO"
SERVICOMPRAS,ESTACION SERVICO A.C.A.,25 DE MAYO,293,CIUDAD,LA PAZ,25 DE MAYO 293 CIUDAD LA PAZ,-30.75418280,-59.63279920,02626-421026,E/T,"MARTINEZ, DARDO"
HELADERIA,FERRUCCIO SOPPELSA,AV.LAS HERAS,199,CIUDAD,CAPITAL,AV.LAS HERAS 199 CIUDAD CAPITAL,-32.88573160,-68.84071830,4234118,460/91,"SOPPELSA, DANTE Y NOEMI"
HELADERIA,FERRUCCIO SOPPELSA,LAVALLE,24,CIUDAD,CAPITAL,LAVALLE 24 CIUDAD CAPITAL,-32.88848660,-68.83828790,4380843,33/98,"SOPPELSA, DANTE"
RESTAURANTE,HOSTERIA EL ARCO,RUTA 7,KM.866,DESAGUADERO,LA PAZ,RUTA 7 KM.866 DESAGUADERO LA PAZ,-33.40303670,-67.15486200,02626-499229,85/04,"IVAERS, MARCELO JAVIER"
CANTINA,INTI HUASI,RUIZ LEAL,S/N,PARQUE GRAL.SAN MARTIN,CAPITAL,RUIZ LEAL S/N PARQUE GRAL.SAN MARTIN CAPITAL,-32.88775305,-68.86535826,4282024,E/T,"BARROS, ROSA ARGENTINA"
DISCOTECA,RITMOMANIA,OLASCOAGA,61,CIUDAD,SAN RAFAEL,OLASCOAGA 61 CIUDAD SAN RAFAEL,-35.23810120,-60.61356870,0260-4428014,129/93,"GEUNA, RODOLFO"
CAFETERIA,VICENTICA,PELLEGRINI,92,CIUDAD,CAPITAL,PELLEGRINI 92 CIUDAD CAPITAL,-32.87638358,-68.83694706,4255004,088/18,"BOSICH, CARLOS ALBERTO"
SANDWICHERIA,LAS CONDES,PEDRO VARGAS,2297,DORREGO,GUAYMALLEN,PEDRO VARGAS 2297 DORREGO GUAYMALLEN,-32.90502610,-68.81205020,4314030,E/T,"ARENAS, FERNANDO HERIBERTO"
SANDWICHERIA,MC.DONALD'S,AV.SAN MARTIN,1177,CIUDAD,CAPITAL,AV.SAN MARTIN 1177 CIUDAD CAPITAL,-32.86127400,-68.83289180,4201201,194/96,ARCOS MENDOCINOS S.A.
RESTAURANTE,LA JUNTADA PULPERIA ARGENTINA,RUTA PROV.92 Y 94,S/N,VISTA FLORES,TUNUYAN,RUTA PROV.92 Y 94 S/N VISTA FLORES TUNUYAN,-33.65098090,-69.15586470,02622-15504942,E/T,"ESTEVEZ, JOSE MANUEL"
CAF,BASILIKA,AV.ARISTIDES VILLANUEVA,332,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 332 CIUDAD CAPITAL,-32.89230370,-68.85599460,4262599,141/04,"DA COSTA, HUGO MARQUES"
RESTAURANTE,JOCKEY CLUB,ESPEJO,194,CIUDAD,CAPITAL,ESPEJO 194 CIUDAD CAPITAL,-32.88932001,-68.84154625,4231347,428/98,"ALONSO, PEDRO NORBERTO"
GASTRONOMIA,OMOI,20-06911578-1,2650,PALMARES,GODOY CRUZ,20-06911578-1 2650 PALMARES GODOY CRUZ,-32.95570440,-68.85890340,261-219555,229/18,WESA S.A.
CAFETERIA,MERCADO CENTRAL,AV.LAS HERAS,245,MERCADO CENTRAL,CAPITAL,AV.LAS HERAS 245 MERCADO CENTRAL CAPITAL,-34.58343510,-58.40540250,,E/T,"BARBUZA, AGUSTIN EZEQUIEL"
RESTAURANTE,7 FUEGOS,RUTA 94,S/N,LOS SAUCES,TUNUYAN,RUTA 94 S/N LOS SAUCES TUNUYAN,-33.60390080,-69.37710840,4380021,246/15,VINES MANAHEMENT S.R.L.
CAFETERIA,ZITTO,RUTA PANAMERICANA,2650,PALMARES,GODOY CRUZ,RUTA PANAMERICANA 2650 PALMARES GODOY CRUZ,-32.95570440,-68.85890340,4526635,823/12,PERSEA S.A.
RESTAURANTE,LA ROSADA,ACCESO ESTE Y ALLAYME,N/T,CIUDAD,GUAYMALLEN,ACCESO ESTE Y ALLAYME N/T CIUDAD GUAYMALLEN,-32.88324590,-68.80815100,4317902,437/00,"ABDALA, ORLANDO PEDRO"
PIZZERIA,TREVI,AV.LAS HERAS,70,CIUDAD,CAPITAL,AV.LAS HERAS 70 CIUDAD CAPITAL,-32.88640170,-68.83897110,4233195,N/T,"DI CARO, FEDERICO Y ANTONIO"
RESTAURANTE,BODEGA RUCA MALEN,RUTA 7,KM.1059,AGRELO,LUJAN,RUTA 7 KM.1059 AGRELO LUJAN,-33.09435890,-68.92902560,5537164,558/15,BODEGA RUCA MALEN S.A.
PIZZERIA,TRENTO,LAVALLE,102,CIUDAD,CAPITAL,LAVALLE 102 CIUDAD CAPITAL,-32.88848220,-68.83681270,4256235,N/T,"GARCIA, ROBERTO"
SERVICOMPRAS,ELOY GUERERO,RUTA 7,KM986,ALTO VERDE,SAN MARTIN,RUTA 7 KM986 ALTO VERDE SAN MARTIN,-33.06752040,-68.46747270,0263-4420340,482/04,"GERRERO, ISABEL CHACON Y OTROS"
CAFETERIA,DAKAR CAF,JOSE F. MORENO,1566,CIUDAD,CAPITAL,JOSE F. MORENO 1566 CIUDAD CAPITAL,-32.88537890,-68.83273740,4201379,922/12,"TAUIL, SAMUEL"
RESTAURANTE,FINCA DECERO,BAJO LAS CUMBRES,KM.03,AGRELO,LUJAN,BAJO LAS CUMBRES KM.03 AGRELO LUJAN,-33.13007260,-68.94413420,5244797,E/T,PERMASUR S.A.
SANDWICHERIA,MR.DOG,BELGRANO,886,CIUDAD,CAPITAL,BELGRANO 886 CIUDAD CAPITAL,-32.89086643,-68.85052702,4295057,343/97,"FORNIES, ALFREDO G."
CONFITERIA,MANACO,AV.SAN JUAN,1383,CIUDAD,CAPITAL,AV.SAN JUAN 1383 CIUDAD CAPITAL,-34.62219490,-58.38552530,4259449,270/05,"VERGELIN, MARGARITA AMIRA"
RESTAURANTE,BODEGAS Y VI¥EDOS LOPEZ,OZAMIS,375,GRAL.GUTIERREZ,MAIPU,OZAMIS 375 GRAL.GUTIERREZ MAIPU,-32.96261640,-68.78426150,4972406,386/15,BODEGAS Y VI¥EDOS LOPEZ S.A.C.I.
SANDWICHERIA,SUPER PANCHO,AV.COLON,456,CIUDAD,CAPITAL,AV.COLON 456 CIUDAD CAPITAL,-32.89408160,-68.84664660,,846/12,"GRACIOTIN, CLAUDIO"
BAR,SAN REMO,AVELLANEDA,554,CIUDAD,SAN MARTIN,AVELLANEDA 554 CIUDAD SAN MARTIN,-34.66107560,-58.36697390,,730/85,"LAZZARA,FILIPPO"
CAFETERIA,TOBOK,AV.SAN JUAN,1175,CIUDAD,CAPITAL,AV.SAN JUAN 1175 CIUDAD CAPITAL,-34.62195780,-58.38263370,4242015,62/09,"RIOS, MARIA DEL CARMEN"
SANDWICHERIA,ACONCAGUA BASE CAMP,PARQUE PROVINCIAL ACONCAGUA,S/N,PARQUE ACONCAGUA,LAS HERAS,PARQUE PROVINCIAL ACONCAGUA S/N PARQUE ACONCAGUA LAS HERAS,-32.65317900,-70.01086750,,E/T,"SANCHEZ, MIGUEL ANGEL"
SANDWICHERIA,TORRE VIEJA,BLAS PARERA,1350,CIUDAD,SAN RAFAEL,BLAS PARERA 1350 CIUDAD SAN RAFAEL,-34.62370060,-68.35403220,0260-4427683,619/92,"OROZCO, FIDEL ALBERTO"
CAFETERIA,EL MANANTIAL,AV. SAN MARTIN,146,EL NIHUIL,SAN RAFAEL,AV. SAN MARTIN 146 EL NIHUIL SAN RAFAEL,-35.02742410,-68.67309900,0260-4494043,160/01,"RENDUELES, PATRICIA SANDRA"
RESTAURANTE,DON CLAUDIO,PERU,1695,CIUDAD,CAPITAL,PERU 1695 CIUDAD CAPITAL,-9.18996700,-75.01515200,4234814,354/09,"NUROA, NORMA ESTELA"
CAFETERIA,ZITTO,AV.ARISTIDES VILLANUEVA,257,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 257 CIUDAD CAPITAL,-32.89227690,-68.85408510,,E/T,PERSEA S.A.
CONFITERIA,UNANUE,Av.COSTANERA Y GODOY CRUZ,N/T,CIUDAD,GUAYMALLEN,Av.COSTANERA Y GODOY CRUZ N/T CIUDAD GUAYMALLEN,-32.90282080,-68.80470040,4453557,N/T,"GUBIOTI,CARLOS Y OTRA"
CAFETERIA,BONAFIDE,AV.COLON,136,CIUDAD,CAPITAL,AV.COLON 136 CIUDAD CAPITAL,-32.89480510,-68.84230390,4263491,E/T,TRADING EXPRESS S.A.
CAFETERIA,TOSTADERO PUERTO RICO,CORDOBA,27,CIUDAD,CAPITAL,CORDOBA 27 CIUDAD CAPITAL,-31.42008330,-64.18877610,4231129,192/05,"GONZALEZ, ROXANA VANINA"
CAF-BAR,DRAGON BOWLING,BV.PEREZ CUESTA,3280,MZA.PLAZA SHOPPING,GUAYMALLEN,BV.PEREZ CUESTA 3280 MZA.PLAZA SHOPPING GUAYMALLEN,-32.90195070,-68.79746810,4214111,333/01,"RODRIGUEZ, CLAUDIO CESAR"
CAFETERIA,RANNOïS,AV. SAN MARTIN,1402,CIUDAD,CAPITAL,AV. SAN MARTIN 1402 CIUDAD CAPITAL,-32.88726020,-68.83857950,4203059,E/T,AROMAS DE CAF S.A.
RESTAURANTE,CASA DE CONTRATISTA,ALTE.BROWN,1761,CHACRAS DE CORIA,LUJAN,ALTE.BROWN 1761 CHACRAS DE CORIA LUJAN,-33.00524450,-68.88619060,4965967,E/T,"IANARDI, JOSE EDUARDO"
RESTAURANTE,MAXILOMO,PASO DE LOS ANDES,1545,CIUDAD,GODOY CRUZ,PASO DE LOS ANDES 1545 CIUDAD GODOY CRUZ,-32.91015870,-68.85992250,156528130,783/87,"PAOLASSO, LUIS"
RESTAURANTE,BAIRUT,ARTIGAS,298,SAN JOSE,GUAYMALLEN,ARTIGAS 298 SAN JOSE GUAYMALLEN,-32.88852470,-68.82367540,261-4203625,E/T,POWER STAR S.A.
CAFETERIA,CURAZAO,GARIBALDI,95,CIUDAD,CAPITAL,GARIBALDI 95 CIUDAD CAPITAL,-32.89098830,-68.83742080,4203456,E/T,"SUAREZ, ERNESTO ALEJANDRO"
SANDWICHERIA,FRAMBEL,AV.SAN MARTIN,1671,CIUDAD,CAPITAL,AV.SAN MARTIN 1671 CIUDAD CAPITAL,-32.88378530,-68.83738310,4234808,554/12,"BELTRANO, FRANCO MAURICIO"
RESTAURANTE,CAMILO,LA SUPERIORA,S/N,LA CONSULTA,SAN CARLOS,LA SUPERIORA S/N LA CONSULTA SAN CARLOS,-33.74484830,-69.12288880,02622-15435897,E/T,"GHILARDI, RAQUEL MIRTA"
BAR,MENDOZA RAFFTING,RUTA 7,KM.1104,POTRERILLOS,LUJAN,RUTA 7 KM.1104 POTRERILLOS LUJAN,-32.91611970,-69.23854650,0351-155162094,E/T,"BEGIL, HUGO DANIEL"
HELADERIA,CHINI,AVELLANEDA,360,CIUDAD,CAPITAL,AVELLANEDA 360 CIUDAD CAPITAL,-34.66107560,-58.36697390,,30/87,"BORELLO,BRUNO"
CAFETERIA,BONAFIDE,ARAOZ,S/N,MAYOR DRUMOND,LUJAN,ARAOZ S/N MAYOR DRUMOND LUJAN,-33.00487890,-68.84996100,,097/18,CAF DE LA AVENIDA S.A.
CAF-HELADERIA,CHALET SUIZO HELVETIA,RUTA PANAMERICANA,KM.30,CIUDAD,LAS HERAS,RUTA PANAMERICANA KM.30 CIUDAD LAS HERAS,-32.85180220,-68.84127630,,66/92,"BRUNO, RIZZARDI"
RESTAURANTE,LA PECERA,SAN ISIDRO,602,CIUDAD,RIVADAVIA,SAN ISIDRO 602 CIUDAD RIVADAVIA,-31.55484270,-68.56136280,,865/94,PANELLA Y MIRANDA S.DE HECHO
CAFETERIA,ALCHEMIE,GARIBALDI Y RIOJA,,CIUDAD,CAPITAL,GARIBALDI Y RIOJA CIUDAD CAPITAL,-32.88981130,-68.83562320,4290599,934/12,GIPEN S.A.
RESTAURANTE,TOMMASO TRATTORIA,AV.SARMIENTO,762,CIUDAD,CAPITAL,AV.SARMIENTO 762 CIUDAD CAPITAL,-32.88902400,-68.84914610,4296153,E/T,"VAQUIE, LUIS ERNESTO"
RESTAURANTE,AYELEN,RUTA 7,S/N,PENITENTES,LAS HERAS,RUTA 7 S/N PENITENTES LAS HERAS,-32.84165260,-69.84083680,02624-430229,E/T,"GARCIA, ALEJANDRO MIGUEL"
RESTAURANTE,LA CASA VIEJA,BELGRANO,1227,CIUDAD,CAPITAL,BELGRANO 1227 CIUDAD CAPITAL,-32.87744340,-68.84702875,4257727,831/15,OHANA S.A.
CAFETERIA,LA TERRACITA,AV.JUAN B.JUSTO,701,CIUDAD,CAPITAL,AV.JUAN B.JUSTO 701 CIUDAD CAPITAL,-32.88356460,-68.85867500,152160119,E/T,"CASTILLO, FERNANDO GERMAN"
CAFETERIA,LUCA`S,AV.COLON,418,CIUDAD,CAPITAL,AV.COLON 418 CIUDAD CAPITAL,-32.89418820,-68.84603770,4234643,098/14,"GARCIA JOFRE, LUCAS MANUEL"
PARRILLADA,FACUNDO,AV.SARMIENTO,641,CIUDAD,CAPITAL,AV.SARMIENTO 641 CIUDAD CAPITAL,-32.88899070,-68.84756120,4202866,019/01,"BERTRAN, RICARDO, Y OTROS"
